"키","파일","구울크기","그릴크기","갈래","이름","프롬프트"
"chr_mage_walk2","assets/sprites/characters/mage_walk2.png","192x256","48x64","걷는 자세","마법사 — 걷기2","A mage walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"chr_admin_walk1","assets/sprites/characters/admin_walk1.png","192x256","48x64","걷는 자세","운영자 — 걷기1","An admin walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"chr_admin_walk2","assets/sprites/characters/admin_walk2.png","192x256","48x64","걷는 자세","운영자 — 걷기2","An admin walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_slime_walk1","assets/sprites/monsters/slime_walk1.png","256x256","64x64","걷는 자세","슬라임 — 걷기1","A slime walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_slime_walk2","assets/sprites/monsters/slime_walk2.png","256x256","64x64","걷는 자세","슬라임 — 걷기2","A slime walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_bat_walk1","assets/sprites/monsters/bat_walk1.png","256x256","64x64","걷는 자세","박쥐 — 걷기1","A bat walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_bat_walk2","assets/sprites/monsters/bat_walk2.png","256x256","64x64","걷는 자세","박쥐 — 걷기2","A bat walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_mushroom_walk1","assets/sprites/monsters/mushroom_walk1.png","256x256","64x64","걷는 자세","버섯 — 걷기1","A mushroom walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_mushroom_walk2","assets/sprites/monsters/mushroom_walk2.png","256x256","64x64","걷는 자세","버섯 — 걷기2","A mushroom walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_wolf_walk1","assets/sprites/monsters/wolf_walk1.png","256x256","64x64","걷는 자세","늑대 — 걷기1","A wolf walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_wolf_walk2","assets/sprites/monsters/wolf_walk2.png","256x256","64x64","걷는 자세","늑대 — 걷기2","A wolf walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_imp_walk1","assets/sprites/monsters/imp_walk1.png","256x256","64x64","걷는 자세","꼬마악마 — 걷기1","An imp walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_imp_walk2","assets/sprites/monsters/imp_walk2.png","256x256","64x64","걷는 자세","꼬마악마 — 걷기2","An imp walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_skeleton_walk1","assets/sprites/monsters/skeleton_walk1.png","256x256","64x64","걷는 자세","해골 — 걷기1","A skeleton walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_skeleton_walk2","assets/sprites/monsters/skeleton_walk2.png","256x256","64x64","걷는 자세","해골 — 걷기2","A skeleton walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_demon_soldier_walk1","assets/sprites/monsters/demon_soldier_walk1.png","256x256","64x64","걷는 자세","악마병사 — 걷기1","A demon soldier walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_demon_soldier_walk2","assets/sprites/monsters/demon_soldier_walk2.png","256x256","64x64","걷는 자세","악마병사 — 걷기2","A demon soldier walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_imp_captain_walk1","assets/sprites/monsters/imp_captain_walk1.png","256x256","64x64","걷는 자세","정찰대장 — 걷기1","An imp captain walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_imp_captain_walk2","assets/sprites/monsters/imp_captain_walk2.png","256x256","64x64","걷는 자세","정찰대장 — 걷기2","An imp captain walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_demon_general_walk1","assets/sprites/monsters/demon_general_walk1.png","256x256","64x64","걷는 자세","악마장군 — 걷기1","A demon general walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_demon_general_walk2","assets/sprites/monsters/demon_general_walk2.png","256x256","64x64","걷는 자세","악마장군 — 걷기2","A demon general walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_great_dragon_walk1","assets/sprites/monsters/great_dragon_walk1.png","256x256","64x64","걷는 자세","고룡 — 걷기1","A great dragon walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_great_dragon_walk2","assets/sprites/monsters/great_dragon_walk2.png","256x256","64x64","걷는 자세","고룡 — 걷기2","A great dragon walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_elder_dragon_walk1","assets/sprites/monsters/elder_dragon_walk1.png","256x256","64x64","걷는 자세","잠겨 있던 용 — 걷기1","An elder dragon walk1. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
"mon_elder_dragon_walk2","assets/sprites/monsters/elder_dragon_walk2.png","256x256","64x64","걷는 자세","잠겨 있던 용 — 걷기2","An elder dragon walk2. The SAME character as the standing version — identical colours, proportions, clothing and silhouette — caught mid-stride in a walk cycle, seen from the same 3/4 top-down angle. One leg is forward and slightly lower in frame, the other is back; the arms swing the OPPOSITE way to the legs. Feet stay at the very bottom edge of the canvas. Subject fully isolated on a pure flat #00FF00 background (nothing else in frame), so the background can be keyed out to transparent. Do not crop any part of the subject. This is one frame of a looping walk, so keep the pose readable and symmetrical in weight. Flat vector game art, hand-painted storybook look, soft cel shading with two or three tone steps per surface, NO black outlines, NO gradients across the whole image, NO photorealism, NO 3D render, NO pixel art dithering. Warm saturated fantasy palette anchored on: grass #49a34a, deep leaf #3f9642, wood #8b5a2b, dark wood #6b4423, stone #8f97ab, cold stone #b7bfd0, water #7cc4ff, pale sky #cfe4ff, gold #ffd166, pale gold #ffe9a8, ember #c98a5c, arcane #c58cff, shadow #2a0c08. Clean readable silhouette that still reads at 1/4 size. Even ambient light from above, no cast shadow on the ground unless asked."
